# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
loc_rowid,hostname,sy_snum,sy_pnum,cb_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_age,st_rotp
40374,Kepler-890,1,1,0,,6228.00,1.137000,1.221000,0.2100,,,
40375,Kepler-890,1,1,0,,6235.00,1.390000,,,,,
40376,Kepler-890,1,1,0,,5954.00,1.130000,1.090000,0.0900,,3.6300,
40377,Kepler-891,1,1,0,,,,,,,,
40378,Kepler-891,1,1,0,,5950.00,1.810000,,,,,
40379,Kepler-891,1,1,0,,5919.00,1.000000,1.114000,0.2100,,,
40380,Kepler-891,1,1,0,,5919.00,1.000000,1.114000,0.2100,,,
40381,Kepler-891,1,1,0,,5919.00,1.000000,1.114000,0.2100,,,
40382,Kepler-891,1,1,0,,5709.00,0.940000,,,,,
40383,Kepler-891,1,1,0,,5919.00,1.000000,1.114000,0.2100,,,
40384,Kepler-891,1,1,0,,5796.00,0.870000,0.976000,,,0.4000,
40385,Kepler-891,1,1,0,,5758.00,1.976420,1.030000,,0.58754,,
40386,Kepler-891,1,1,0,,5709.00,0.563000,,0.3010,,,
40387,Kepler-891,1,1,0,,5887.00,1.070000,1.060000,0.0900,,3.5500,
40388,Kepler-891,1,1,0,,5422.67,2.198017,,,0.57561,,
40389,Kepler-891,1,1,0,,5709.00,0.940000,,,,,
40390,Kepler-892,1,1,0,,4747.00,0.720000,0.750000,-0.0400,,5.0100,
40391,Kepler-892,1,1,0,,5007.00,0.532153,,,-0.79492,,
40392,Kepler-892,1,1,0,,4797.00,0.701000,0.733000,-0.1000,,,
40393,Kepler-892,1,1,0,,4639.00,0.724000,,-0.0980,,,
40394,Kepler-892,1,1,0,,4797.00,0.701000,0.733000,-0.1000,,,
40395,Kepler-892,1,1,0,,4799.00,0.627000,,,,,
40396,Kepler-892,1,1,0,,,,,,,,
40397,Kepler-892,1,1,0,,4797.00,0.701000,0.733000,-0.1000,,,
40398,Kepler-892,1,1,0,,4639.00,0.650000,,,,,
40399,Kepler-892,1,1,0,,4639.00,0.650000,,,,,
40400,Kepler-892,1,1,0,,4641.00,0.663693,0.740000,,-0.73492,,
40401,Kepler-892,1,1,0,,4777.00,0.665000,0.686000,,,13.7000,
40402,Kepler-892,1,1,0,,4802.00,0.699000,0.738000,-0.1000,,,
40403,Kepler-893,1,1,0,,6108.00,1.030000,1.132000,0.0700,,,
40404,Kepler-893,1,1,0,,5665.00,1.111940,1.010000,,0.05966,,
40405,Kepler-893,1,1,0,,5863.00,0.920000,1.070000,,,,
40406,Kepler-893,1,1,0,,,,,,,,
40407,Kepler-893,1,1,0,,5820.00,0.990000,1.000000,-0.0300,,3.8000,
40408,Kepler-893,1,1,0,,6108.00,1.030000,1.132000,0.0700,,,
40409,Kepler-893,1,1,0,,5551.52,1.159442,,,0.06084,,
40410,Kepler-893,1,1,0,,5863.00,0.919000,,0.0600,,,
40411,Kepler-893,1,1,0,,5863.00,1.000000,,,,,
40412,Kepler-893,1,1,0,,6108.00,1.030000,1.132000,0.0700,,,
40413,Kepler-893,1,1,0,,5863.00,1.000000,1.080000,,,,
40414,Kepler-893,1,1,0,,6123.00,1.015000,,,,,
40415,Kepler-893,1,1,0,,6108.00,1.030000,1.132000,0.0700,,,
40416,Kepler-894,1,1,0,,6170.00,0.992000,1.063000,-0.1600,,,
40417,Kepler-894,1,1,0,,5920.00,0.900000,,,,,
40418,Kepler-894,1,1,0,,6170.00,0.992000,1.063000,-0.1600,,,
40419,Kepler-894,1,1,0,,5920.00,0.866000,,-0.1380,,,
40420,Kepler-894,1,1,0,,,,,,,,
40421,Kepler-894,1,1,0,,5774.14,0.867261,1.030000,-0.5810,-0.12306,,
40422,Kepler-894,1,1,0,,5920.00,0.900000,1.000000,,,,
40423,Kepler-894,1,1,0,,5603.00,0.850000,0.870000,-0.2500,,4.2700,
40424,Kepler-894,1,1,0,,5842.27,0.838773,,,-0.13169,,
40425,Kepler-894,1,1,0,,5920.00,0.870000,1.060000,,,,
40426,Kepler-894,1,1,0,,6176.00,0.878000,,,,,
40427,Kepler-894,1,1,0,,6170.00,0.992000,1.063000,-0.1600,,,
40428,Kepler-894,1,1,0,,6170.00,0.992000,1.063000,-0.1600,,,
40429,Kepler-895,1,1,0,,3940.00,0.530000,0.550000,-0.1800,,,
40430,Kepler-895,1,1,0,,4320.00,0.566000,0.596000,,,14.0000,
40431,Kepler-895,1,1,0,,4165.00,0.520000,,,,,
40432,Kepler-895,1,1,0,,4195.00,0.708507,0.660000,,-0.85369,,
40433,Kepler-895,1,1,0,,4165.00,0.622000,,-0.4260,,,
40434,Kepler-895,1,1,0,,4165.00,0.520000,,,,,
40435,Kepler-895,1,1,0,,4315.00,0.610000,0.650000,-0.1600,,2.6300,
40436,Kepler-895,1,1,0,,,,,,,,
40437,Kepler-895,1,1,0,,3940.00,0.530000,0.550000,-0.1800,,,
40438,Kepler-895,1,1,0,,4347.46,0.622100,,,-0.90464,,
40439,Kepler-895,1,1,0,,3940.00,0.530000,0.550000,-0.1800,,,
40440,Kepler-895,1,1,0,,4153.00,0.581000,0.595000,-0.2200,,,
40441,Kepler-895,1,1,0,,4154.00,0.655000,,,,,
40442,Kepler-896,1,2,0,,5328.00,2.042970,0.920000,0.1700,0.48148,,
40443,Kepler-896,1,2,0,,5262.00,0.810000,0.840000,-0.1000,,5.0100,
40444,Kepler-896,1,2,0,,5514.00,0.808000,0.875000,-0.1600,,,
40445,Kepler-896,1,2,0,,5514.00,0.808000,0.875000,-0.1600,,,
40446,Kepler-896,1,2,0,,5510.00,0.803000,0.877000,-0.1600,,,
40447,Kepler-896,1,2,0,,,,,,,,
40448,Kepler-896,1,2,0,,5514.00,0.808000,0.875000,-0.1600,,,
40449,Kepler-896,1,2,0,,5437.00,2.074000,,,,,
40450,Kepler-896,1,2,0,,5510.00,0.803000,0.877000,-0.1600,,,
40451,Kepler-896,1,2,0,,5514.00,0.808000,0.875000,-0.1600,,,
40452,Kepler-896,1,2,0,,5301.00,0.848000,,-0.1700,,,
40453,Kepler-896,1,2,0,,5514.00,0.808000,0.875000,-0.1600,,,
40454,Kepler-896,1,2,0,,5301.00,0.790000,,,,,
40455,Kepler-896,1,2,0,,5301.00,0.790000,,,,,
40456,Kepler-896,1,2,0,,,,,,,,
40457,Kepler-896,1,2,0,,5113.22,2.356602,,,0.53405,,
40458,Kepler-896,1,2,0,,5437.00,1.969000,1.143000,0.2400,,7.5900,
40459,Kepler-896,1,2,0,,5506.00,0.810000,0.889000,,,2.3000,
40460,Kepler-896,1,2,0,,5514.00,0.808000,0.875000,-0.1600,,,
40461,Kepler-896,1,2,0,,5506.00,0.810000,0.889000,,,2.3000,
40462,Kepler-897,1,1,0,,5837.00,1.420000,,,,,
40463,Kepler-897,1,1,0,,5633.00,1.462120,1.000000,,0.28762,,
40464,Kepler-897,1,1,0,,5619.00,0.817000,,-0.2190,,,
40465,Kepler-897,1,1,0,,5619.00,0.820000,,,,,
40466,Kepler-897,1,1,0,,5839.00,1.040000,1.030000,0.0400,,4.3700,
40467,Kepler-897,1,1,0,,5835.00,0.847000,0.935000,-0.2400,,,
40468,Kepler-897,1,1,0,,5619.00,0.820000,,,,,
40469,Kepler-897,1,1,0,,5840.00,0.849000,0.942000,-0.2400,,,
40470,Kepler-897,1,1,0,,5365.00,1.559599,,,0.25900,,
40471,Kepler-897,1,1,0,,5835.00,0.847000,0.935000,-0.2400,,,
40472,Kepler-897,1,1,0,,5835.00,0.847000,0.935000,-0.2400,,,
40473,Kepler-897,1,1,0,,,,,,,,
40474,Kepler-897,1,1,0,,5841.00,0.880000,0.987000,,,0.6000,
40475,Kepler-898,1,1,0,,4013.57,0.755197,0.630000,-0.2650,-0.87506,,
40476,Kepler-898,1,1,0,,4147.00,0.717000,,-0.2100,,,
40477,Kepler-898,1,1,0,,4147.00,0.550000,,,,,
40478,Kepler-898,1,1,0,,4166.00,0.612000,0.624000,-0.0600,,,
40479,Kepler-898,1,1,0,,4187.00,0.570000,0.590000,-0.3200,,,
40480,Kepler-898,1,1,0,,4168.00,0.638000,,,,,
40481,Kepler-898,1,1,0,,4280.00,0.558000,0.587000,,,13.9000,
40482,Kepler-898,1,1,0,,4147.00,0.550000,,,,,
40483,Kepler-898,1,1,0,,4216.00,0.624984,,,-0.95397,,
40484,Kepler-898,1,1,0,,,,,,,3.4800,
40485,Kepler-898,1,1,0,,4223.00,0.620000,0.650000,-0.0600,,3.9800,
40486,Kepler-898,1,1,0,,,,,,,,
40487,Kepler-898,1,1,0,,4187.00,0.570000,0.590000,-0.3200,,,
40488,Kepler-898,1,1,0,,4187.00,0.570000,0.590000,-0.3200,,,
40489,Kepler-899,1,1,0,,,,,,,,
40490,Kepler-899,1,1,0,,5595.00,0.910000,0.930000,-0.0600,,4.0700,
40491,Kepler-899,1,1,0,,5652.00,1.102570,1.000000,,0.04831,,
40492,Kepler-899,1,1,0,,5751.00,0.860000,0.964000,,,0.4000,
40493,Kepler-899,1,1,0,,5783.00,1.096000,,,,,
40494,Kepler-899,1,1,0,,5214.50,1.179236,,,-0.03325,,
40495,Kepler-899,1,1,0,,5767.00,0.881000,0.979000,-0.0600,,,
40496,Kepler-899,1,1,0,,5514.00,0.840000,,,,,
40497,Kepler-899,1,1,0,,5767.00,0.881000,0.979000,-0.0600,,,
40498,Kepler-899,1,1,0,,5514.00,0.776000,,-0.0510,,,
40499,Kepler-899,1,1,0,,5767.00,0.881000,0.979000,-0.0600,,,
40500,Kepler-899,1,1,0,,5767.00,0.881000,0.979000,-0.0600,,,
40501,Kepler-899,1,1,0,,5514.00,0.840000,,,,,
40502,Kepler-9,1,3,0,,,,,,,,
40503,Kepler-9,1,3,0,,5777.00,1.020000,1.070000,0.1200,,1.0000,
40504,Kepler-9,1,3,0,,5777.00,1.010000,,,,,
40505,Kepler-9,1,3,0,,5779.00,0.956000,1.034000,0.1200,,,
40506,Kepler-9,1,3,0,,,,1.000000,,,,
40507,Kepler-9,1,3,0,,5774.00,0.960000,,,,,16.49000
40508,Kepler-9,1,3,0,,5777.00,1.012000,1.053000,,,2.7000,
40509,Kepler-9,1,3,0,,5779.00,0.956000,1.034000,0.1200,,,
40510,Kepler-9,1,3,0,,,0.982000,1.034000,,,,
40511,Kepler-9,1,3,0,,,0.956000,1.030000,,,,
40512,Kepler-9,1,3,0,,5779.00,0.956000,1.034000,0.1200,,,
40513,Kepler-9,1,3,0,,5722.00,0.677000,,0.1700,,,
40514,Kepler-9,1,3,0,,5788.00,0.984000,,,,,
40515,Kepler-9,1,3,0,,5748.50,0.976640,,,-0.02762,,
40516,Kepler-9,1,3,0,,5779.00,0.956000,1.034000,0.1200,,,
40517,Kepler-9,1,3,0,,5779.00,0.956000,1.034000,0.1200,,,
40518,Kepler-9,1,3,0,,,,,,,,
40519,Kepler-9,1,3,0,,5779.00,0.956000,1.034000,0.1200,,,
40520,Kepler-9,1,3,0,,5777.00,1.010000,,,,,
40521,Kepler-9,1,3,0,,5774.00,0.958000,1.022000,0.0500,-0.03800,2.0000,
40522,Kepler-9,1,3,0,,5779.00,0.956000,1.034000,0.1200,,,
40523,Kepler-9,1,3,0,,5754.00,1.050400,1.030000,0.0300,0.03728,,
40524,Kepler-9,1,3,0,,,,,,,,
40525,Kepler-9,1,3,0,,5777.00,1.012000,1.053000,,,2.7000,
40526,Kepler-9,1,3,0,,5812.00,0.980000,1.040000,0.0800,,1.9100,
40527,Kepler-9,1,3,0,,5777.00,1.012000,1.053000,,,2.7000,
40528,Kepler-9,1,3,0,,5777.00,1.010000,,,,,
40529,Kepler-9,1,3,0,,5779.00,0.956000,1.034000,0.1200,,,
40530,Kepler-9,1,3,0,,5788.00,0.971000,1.024000,0.0800,,1.7800,
40531,Kepler-9,1,3,0,,,,1.024000,,,,
40532,Kepler-9,1,3,0,,5777.00,1.010000,,,,,
40533,Kepler-900,1,1,0,,4660.00,0.761520,0.740000,,-0.60840,,
40534,Kepler-900,1,1,0,,4735.00,0.628000,0.708000,,,1.7000,
40535,Kepler-900,1,1,0,,4692.00,0.710000,,,,,
40536,Kepler-900,1,1,0,,4836.00,0.730000,0.780000,-0.0100,,4.5700,
40537,Kepler-900,1,1,0,,,,,,,,
40538,Kepler-900,1,1,0,,4692.00,0.645000,,0.3560,,,
40539,Kepler-900,1,1,0,,4850.00,0.708000,,,,,
40540,Kepler-900,1,1,0,,4848.00,0.769000,0.854000,0.3400,,,
40541,Kepler-900,1,1,0,,4847.00,0.761000,0.860000,0.3600,,,
40542,Kepler-900,1,1,0,,4848.00,0.769000,0.854000,0.3400,,,
40543,Kepler-900,1,1,0,,4802.46,0.680468,,,-0.65383,,
40544,Kepler-900,1,1,0,,4625.00,,,-0.0900,,,
40545,Kepler-900,1,1,0,,4692.00,0.710000,,,,,
40546,Kepler-900,1,1,0,,4848.00,0.769000,0.854000,0.3400,,,
40547,Kepler-901,1,1,0,,4106.00,0.540000,,,,,
40548,Kepler-901,1,1,0,,4106.00,0.636000,,-0.1480,,,
40549,Kepler-901,1,1,0,,4246.00,0.552000,0.581000,,,13.9000,
40550,Kepler-901,1,1,0,,,,,,,3.6500,
40551,Kepler-901,1,1,0,,4106.00,0.540000,,,,,
40552,Kepler-901,1,1,0,,3916.00,0.510000,0.530000,-0.2400,,,
40553,Kepler-901,1,1,0,,4131.00,0.613000,,,,,
40554,Kepler-901,1,1,0,,,,,,,,
40555,Kepler-901,1,1,0,,3916.00,0.510000,0.530000,-0.2400,,,
40556,Kepler-901,1,1,0,,4184.00,0.570000,0.590000,-0.3000,,3.8000,
40557,Kepler-901,1,1,0,,4259.00,0.562236,,,-1.02824,,
40558,Kepler-901,1,1,0,,3916.00,0.510000,0.530000,-0.2400,,,
40559,Kepler-901,1,1,0,,4110.00,0.635253,0.643000,,-0.98404,,
40560,Kepler-901,1,1,0,,4132.00,0.564000,0.578000,-0.3000,,,
40561,Kepler-902,1,1,0,,5669.00,0.890000,,,,,
40562,Kepler-902,1,1,0,,5966.00,0.930000,1.024000,,,0.6000,
40563,Kepler-902,1,1,0,,5588.00,1.208700,0.990000,,0.10835,,
40564,Kepler-902,1,1,0,,5960.00,0.906000,0.983000,-0.2000,,,
40565,Kepler-902,1,1,0,,5509.00,1.169000,0.918000,0.1400,,,
40566,Kepler-902,1,1,0,,5508.00,1.224000,,,,,
40567,Kepler-902,1,1,0,,5647.00,0.930000,0.950000,0.0000,,4.3700,
40568,Kepler-902,1,1,0,,5960.00,0.906000,0.983000,-0.2000,,,
40569,Kepler-902,1,1,0,,,,,,,,
40570,Kepler-902,1,1,0,,5669.00,0.938000,,-0.2120,,,
40571,Kepler-902,1,1,0,,5960.00,0.906000,0.983000,-0.2000,,,
40572,Kepler-902,1,1,0,,5669.00,0.890000,,,,,
40573,Kepler-902,1,1,0,,5406.50,1.285512,,,0.10451,,
40574,Kepler-903,1,2,0,,,,,,,,
40575,Kepler-903,1,2,0,,5555.00,1.577000,0.931000,-0.1000,,12.0200,
40576,Kepler-903,1,2,0,,5562.00,1.638740,0.980000,,0.36464,,
40577,Kepler-903,1,2,0,,5726.00,0.850000,0.959000,,,0.4000,
40578,Kepler-903,1,2,0,,5555.00,1.626000,,,,,
40579,Kepler-903,1,2,0,,5534.00,1.080000,0.926000,0.1400,,,
40580,Kepler-903,1,2,0,,,,,,,,
40581,Kepler-903,1,2,0,,5682.00,0.970000,0.980000,0.0500,,4.7900,
40582,Kepler-903,1,2,0,,5534.00,1.080000,0.926000,0.1400,,,
40583,Kepler-903,1,2,0,,5502.00,0.833000,,-0.1420,,,
40584,Kepler-903,1,2,0,,5735.00,0.854000,0.941000,-0.1400,,,
40585,Kepler-903,1,2,0,,5502.00,0.820000,,,,,
40586,Kepler-903,1,2,0,,5735.00,0.854000,0.941000,-0.1400,,,
40587,Kepler-903,1,2,0,,5502.00,0.820000,,,,,
40588,Kepler-903,1,2,0,,5735.00,0.854000,0.941000,-0.1400,,,
40589,Kepler-903,1,2,0,,5735.00,0.854000,0.941000,-0.1400,,,
40590,Kepler-903,1,2,0,,5726.00,0.850000,0.959000,,,0.4000,
40591,Kepler-903,1,2,0,,5385.00,1.716885,,,0.34892,,
40592,Kepler-903,1,2,0,,5735.00,0.854000,0.941000,-0.1400,,,
40593,Kepler-903,1,2,0,,5735.00,0.854000,0.941000,-0.1400,,,
40594,Kepler-904,1,1,0,,6201.00,0.989000,1.058000,-0.2000,,,
40595,Kepler-904,1,1,0,,5995.00,0.920000,,,,,
40596,Kepler-904,1,1,0,,6221.00,1.064000,,,,,
40597,Kepler-904,1,1,0,,6160.00,1.250000,1.160000,0.0500,,3.0200,
40598,Kepler-904,1,1,0,,,,,,,,
40599,Kepler-904,1,1,0,,5995.00,0.789000,,-0.1800,,,
40600,Kepler-904,1,1,0,,5995.00,0.920000,,,,,
40601,Kepler-904,1,1,0,,6201.00,0.989000,1.058000,-0.2000,,,
40602,Kepler-904,1,1,0,,5796.33,1.138512,,,0.11998,,
40603,Kepler-904,1,1,0,,6201.00,0.989000,1.058000,-0.2000,,,
40604,Kepler-904,1,1,0,,6218.00,1.020000,1.111000,,,0.2000,
40605,Kepler-904,1,1,0,,5994.00,1.107750,1.100000,,0.15444,,
40606,Kepler-904,1,1,0,,6201.00,0.989000,1.058000,-0.2000,,,
40607,Kepler-905,1,1,0,,5569.00,0.887000,1.009000,0.2100,,,
40608,Kepler-905,1,1,0,,5430.00,0.858000,0.961000,0.1800,,,
40609,Kepler-905,1,1,0,,5569.00,0.887000,1.009000,0.2100,,,
40610,Kepler-905,1,1,0,,5375.50,0.882879,,,-0.23183,,
40611,Kepler-905,1,1,0,,5435.00,0.881000,,,,,
40612,Kepler-905,1,1,0,,5377.00,0.850000,,-0.0560,,,
40613,Kepler-905,1,1,0,,5356.47,0.906486,0.930000,0.1780,-0.21507,,
40614,Kepler-905,1,1,0,,5569.00,0.887000,1.009000,0.2100,,,
40615,Kepler-905,1,1,0,,5461.00,0.860000,0.950000,0.0900,,1.6600,
40616,Kepler-905,1,1,0,,,,,,,,
40617,Kepler-905,1,1,0,,5578.00,0.940000,,,,,
40618,Kepler-905,1,1,0,,5578.00,0.938000,1.018000,,,1.6000,
40619,Kepler-905,1,1,0,,5435.00,0.869000,0.950000,0.1400,,1.9500,
40620,Kepler-905,1,1,0,,5578.00,0.940000,,,,,
40621,Kepler-906,1,1,0,,6063.00,1.032000,,-0.1670,,,
40622,Kepler-906,1,1,0,,5934.00,1.055000,0.908000,-0.3000,,,
40623,Kepler-906,1,1,0,,5997.00,0.971000,1.004000,-0.1400,,,
40624,Kepler-906,1,1,0,,6292.00,1.060000,1.130000,,,0.4100,
40625,Kepler-906,1,1,0,,5934.00,1.055000,0.908000,-0.3000,,,
40626,Kepler-906,1,1,0,,,,,,,,
40627,Kepler-906,1,1,0,,5934.00,1.055000,0.908000,-0.3000,,,
40628,Kepler-906,1,1,0,,5956.00,1.041000,,,,,
40629,Kepler-906,1,1,0,,5956.00,1.024000,0.857000,-0.4000,,9.7700,
40630,Kepler-906,1,1,0,,6035.00,1.020000,1.060000,-0.0900,,1.8600,
40631,Kepler-906,1,1,0,,6121.67,0.993386,1.160000,-0.5087,0.09641,,
40632,Kepler-906,1,1,0,,6063.00,1.040000,,,,,
40633,Kepler-906,1,1,0,,6138.00,0.965381,,,0.07620,,
40634,Kepler-906,1,1,0,,6063.00,1.040000,,,,,
40635,Kepler-907,1,1,0,,6106.00,1.380000,1.080000,-0.1500,,5.3700,
40636,Kepler-907,1,1,0,,6082.73,,,-0.3773,,,
40637,Kepler-907,1,1,0,,6044.00,1.327000,1.008000,-0.2400,,,
40638,Kepler-907,1,1,0,,6044.00,1.327000,1.008000,-0.2400,,,
40639,Kepler-907,1,1,0,,,,,,,,
40640,Kepler-907,1,1,0,,6099.00,1.308000,0.974000,-0.3000,,,
40641,Kepler-907,1,1,0,,6044.00,1.327000,1.008000,-0.2400,,,
40642,Kepler-907,1,1,0,,6099.00,1.308000,0.974000,-0.3000,,,
40643,Kepler-907,1,1,0,,,,,,,,
40644,Kepler-907,1,1,0,,6044.00,1.327000,1.008000,-0.2400,,,
40645,Kepler-907,1,1,0,,5945.00,1.060000,1.080000,,,,
40646,Kepler-907,1,1,0,,,,,,,,
40647,Kepler-907,1,1,0,,6044.00,1.327000,1.008000,-0.2400,,,
40648,Kepler-907,1,1,0,,6366.00,,,,,,
40649,Kepler-907,1,1,0,,5945.00,1.060000,,,,,
40650,Kepler-907,1,1,0,,6099.00,1.308000,0.974000,-0.3000,,,
40651,Kepler-907,1,1,0,,5945.00,1.041000,1.012000,,,,
40652,Kepler-907,1,1,0,,6044.00,1.327000,1.008000,-0.2400,,,
40653,Kepler-908,3,1,0,,5977.00,1.022000,1.133000,0.2100,,,
40654,Kepler-908,3,1,0,,5973.00,1.120000,1.110000,0.1500,,3.0200,
40655,Kepler-908,3,1,0,,6053.00,1.293000,,,,,
40656,Kepler-908,3,1,0,,5534.00,0.879000,,-0.5900,,,
40657,Kepler-908 C,3,1,0,,,,,,,,
40658,Kepler-908,3,1,0,,,,,,,,
40659,Kepler-908 B,3,1,0,,,,,,,,
40660,Kepler-908,3,1,0,,5977.00,1.022000,1.133000,0.2100,,,
40661,Kepler-908,3,1,0,,5986.00,1.120000,,,,,
40662,Kepler-908,3,1,0,,5327.99,1.590580,0.919000,-0.0100,0.26406,,
40663,Kepler-908,3,1,0,,5992.00,1.125000,1.122000,0.1800,,,
40664,Kepler-908,3,1,0,,5986.00,1.115000,1.153000,,,1.7000,
40665,Kepler-908,3,1,0,,5977.00,1.022000,1.133000,0.2100,,,
40666,Kepler-908,3,1,0,,5986.00,1.120000,1.150000,,,,
40667,Kepler-908,3,1,0,,6053.00,1.287000,1.195000,0.2100,,2.9500,
40668,Kepler-908,3,1,0,,5800.00,1.275618,,,0.21985,,
40669,Kepler-909,1,1,0,,6037.00,1.130000,,,,,
40670,Kepler-909,1,1,0,,,,,,,,
40671,Kepler-909,1,1,0,,6026.00,1.207000,1.113000,0.1000,,,
40672,Kepler-909,1,1,0,,6042.00,1.211000,,,,,
40673,Kepler-909,1,1,0,,6028.00,1.047000,1.149000,0.2100,,,
40674,Kepler-909,1,1,0,,5942.00,1.263589,,,0.25364,,
40675,Kepler-909,1,1,0,,6028.00,1.047000,1.149000,0.2100,,,
40676,Kepler-909,1,1,0,,6042.00,1.205000,1.149000,0.1700,,2.8800,
40677,Kepler-909,1,1,0,,6154.00,1.230000,1.170000,0.0800,,2.8800,
40678,Kepler-909,1,1,0,,6037.00,1.130000,1.170000,,,,
40679,Kepler-909,1,1,0,,5942.00,0.935000,,-0.2650,,,
40680,Kepler-909,1,1,0,,6037.00,1.128000,1.175000,,,1.2200,
40681,Kepler-909,1,1,0,,,,,,,,
40682,Kepler-909,1,1,0,,6015.47,1.260700,1.110000,0.1624,0.27300,,
40683,Kepler-909,1,1,0,,6028.00,1.047000,1.149000,0.2100,,,
40684,Kepler-909,1,1,0,,6028.00,1.047000,1.149000,0.2100,,,
40685,Kepler-91,1,1,0,,4604.00,6.221000,1.218000,0.3000,,,
40686,Kepler-91,1,1,0,,,,,,,,
40687,Kepler-91,1,1,0,,4643.39,6.378720,,0.4316,,,
40688,Kepler-91,1,1,0,K3,4550.00,6.300000,1.310000,0.1100,1.22500,4.8600,
40689,Kepler-91,1,1,0,,4605.00,6.528000,1.344000,0.2900,,,
40690,Kepler-91,1,1,0,,4647.54,6.308464,,,1.22343,,
40691,Kepler-91,1,1,0,,4643.39,6.378720,,,,,
40692,Kepler-91,1,1,0,,4837.00,7.600000,1.500000,,,2.6600,
40693,Kepler-91,1,1,0,,4712.00,9.300000,,,,,
40694,Kepler-91,1,1,0,,4604.00,6.221000,1.218000,0.3000,,,
40695,Kepler-91,1,1,0,,4605.00,6.384000,,,,,
40696,Kepler-91,1,1,0,,4550.00,6.300000,1.310000,0.1100,,,
40697,Kepler-91,1,1,0,,,,,,,,
40698,Kepler-91,1,1,0,,4712.00,7.488000,,0.5090,,,
40699,Kepler-91,1,1,0,,4709.00,6.400000,1.280000,-0.0700,,4.4700,
40700,Kepler-91,1,1,0,,4605.00,6.528000,1.344000,0.2900,,,
40701,Kepler-91,1,1,0,,4712.00,9.300000,2.250000,,,,
40702,Kepler-91,1,1,0,,4600.00,6.400000,1.300000,0.7400,,,
40703,Kepler-91,1,1,0,,,,,,,,
40704,Kepler-91,1,1,0,,4605.00,6.528000,1.344000,0.2900,,,
40705,Kepler-910,1,1,0,,6088.00,1.542489,,,0.46904,,
40706,Kepler-910,1,1,0,,6134.00,1.290000,1.220000,,,,
40707,Kepler-910,1,1,0,,6230.00,1.508000,,,,,
40708,Kepler-910,1,1,0,,6173.00,1.506000,1.270000,0.1700,,,
40709,Kepler-910,1,1,0,,6230.00,1.491000,1.259000,0.1400,,3.0200,
40710,Kepler-910,1,1,0,,6230.00,1.500000,1.260000,0.1200,,3.3900,
40711,Kepler-910,1,1,0,,6250.00,1.543000,1.326000,0.3200,,,
40712,Kepler-910,1,1,0,,6173.00,1.506000,1.270000,0.1700,,,
40713,Kepler-910,1,1,0,,6086.00,1.222000,,-0.1360,,,
40714,Kepler-910,1,1,0,,6134.00,1.290000,,,,,
40715,Kepler-910,1,1,0,,6134.00,1.290000,1.220000,,,2.6500,
40716,Kepler-910,1,1,0,,6173.00,1.506000,1.270000,0.1700,,,
40717,Kepler-910,1,1,0,,,,,,,,
40718,Kepler-910,1,1,0,,6117.24,1.573080,1.154000,0.0725,0.49442,,
40719,Kepler-911,1,1,0,,6081.00,1.954000,1.294000,-0.0300,,,
40720,Kepler-911,1,1,0,,,,,,,,
40721,Kepler-911,1,1,0,,5945.00,1.204000,,-0.1580,,,
40722,Kepler-911,1,1,0,,6081.00,1.954000,1.294000,-0.0300,,,
40723,Kepler-911,1,1,0,,6112.00,1.990000,1.340000,0.0300,,3.5500,
40724,Kepler-911,1,1,0,,5908.50,1.996688,,,0.64122,,
40725,Kepler-911,1,1,0,,6080.00,1.972000,,,,,
40726,Kepler-911,1,1,0,,6081.00,1.954000,1.294000,-0.0300,,,
40727,Kepler-911,1,1,0,,5990.00,1.760000,1.209000,,,4.9400,
40728,Kepler-911,1,1,0,,5990.00,1.760000,,,,,
40729,Kepler-911,1,1,0,,6080.00,1.953000,1.224000,0.0100,,4.4700,
40730,Kepler-911,1,1,0,,6096.31,2.022770,1.140000,-0.0257,0.70686,,
40731,Kepler-911,1,1,0,,5990.00,1.760000,1.210000,,,,
40732,Kepler-911,1,1,0,,6065.00,1.877000,1.197000,0.0000,,,
40733,Kepler-912,1,1,0,,5662.00,0.806000,0.808000,-0.4400,,,
40734,Kepler-912,1,1,0,,5998.00,1.110000,1.070000,0.0200,,3.1600,
40735,Kepler-912,1,1,0,,5662.00,0.806000,0.808000,-0.4400,,,
40736,Kepler-912,1,1,0,,5662.00,0.806000,0.808000,-0.4400,,,
40737,Kepler-912,1,1,0,,5439.00,0.770000,,,,,
40738,Kepler-912,1,1,0,,5439.00,0.770000,0.770000,,,,
40739,Kepler-912,1,1,0,,,,,,,,
40740,Kepler-912,1,1,0,,5746.00,1.904610,1.030000,,0.55177,,
40741,Kepler-912,1,1,0,,5439.00,0.900000,1.010000,,,,
40742,Kepler-912,1,1,0,,5106.00,2.093375,,,0.42871,,
40743,Kepler-912,1,1,0,,5662.00,0.806000,0.808000,-0.4400,,,
40744,Kepler-912,1,1,0,,5439.00,0.902000,,-0.4380,,,
40745,Kepler-912,1,1,0,,5659.00,1.835000,,,,,
40746,Kepler-913,1,2,0,,,,,,,,
40747,Kepler-913,1,2,0,,,,,,,,
40748,Kepler-913,1,2,0,,5207.00,0.770000,0.800000,,,,
