# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
loc_rowid,hostname,sy_snum,sy_pnum,cb_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_age,st_rotp
15016,Kepler-1213,1,1,0,,5941.00,1.465000,,,,,
15017,Kepler-1213,1,1,0,,6204.00,0.984000,0.997000,-0.3000,,,
15018,Kepler-1213,1,1,0,,6074.00,1.183000,1.197000,0.3000,,,
15019,Kepler-1213,1,1,0,,6218.00,1.040000,1.100000,,,1.0000,
15020,Kepler-1213,1,1,0,,5987.00,0.960000,0.960000,,,,
15021,Kepler-1213,1,1,0,,5941.00,1.437000,1.019000,-0.0800,,7.9400,
15022,Kepler-1213,1,1,0,,5987.00,1.046000,,-0.3070,,,
15023,Kepler-1214,1,1,0,,5019.00,0.810000,0.800000,,,,
15024,Kepler-1214,1,1,0,,5019.00,0.810000,,,,,
15025,Kepler-1214,1,1,0,,5130.00,0.800000,0.850000,0.0500,,4.6800,
15026,Kepler-1214,1,1,0,,5215.00,0.845000,0.787000,-0.0600,,,
15027,Kepler-1214,1,1,0,,,,,,,,
15028,Kepler-1214,1,1,0,,5215.00,0.845000,0.787000,-0.0600,,,
15029,Kepler-1214,1,1,0,,5019.00,0.934000,,-0.0570,,,
15030,Kepler-1214,1,1,0,,5215.00,0.845000,0.787000,-0.0600,,,
15031,Kepler-1214,1,1,0,,5019.00,0.930000,0.950000,,,,
15032,Kepler-1214,1,1,0,,5212.00,0.757000,,,,,
15033,Kepler-1214,1,1,0,,5215.00,0.845000,0.787000,-0.0600,,,
15034,Kepler-1214,1,1,0,,5003.00,0.821195,0.830000,,-0.41949,,
15035,Kepler-1214,1,1,0,,4967.86,0.825505,,,-0.42719,,
15036,Kepler-1215,1,1,0,,5432.00,0.915914,0.950000,,-0.18176,,
15037,Kepler-1215,1,1,0,,5311.00,0.915014,,,-0.22174,,
15038,Kepler-1215,1,1,0,,,,,,,,
15039,Kepler-1215,1,1,0,,5625.00,0.950000,0.882000,,,9.4000,
15040,Kepler-1215,1,1,0,,5629.00,0.937000,0.864000,-0.1600,,,
15041,Kepler-1215,1,1,0,,5629.00,0.937000,0.864000,-0.1600,,,
15042,Kepler-1215,1,1,0,,5629.00,0.937000,0.864000,-0.1600,,,
15043,Kepler-1215,1,1,0,,5430.00,0.920000,,,,,
15044,Kepler-1215,1,1,0,,5430.00,0.920000,0.820000,,,,
15045,Kepler-1215,1,1,0,,5430.00,1.028000,,-0.1600,,,
15046,Kepler-1215,1,1,0,,5616.00,0.930000,0.950000,0.0100,,4.7900,
15047,Kepler-1215,1,1,0,,5629.00,0.937000,0.864000,-0.1600,,,
15048,Kepler-1215,1,1,0,,5633.00,0.885000,,,,,
15049,Kepler-1216,1,1,0,,6063.00,1.012000,1.117000,0.0700,,,
15050,Kepler-1216,1,1,0,,5693.00,1.117950,1.010000,,0.07290,,
15051,Kepler-1216,1,1,0,,5474.00,1.206968,,,0.07131,,
15052,Kepler-1216,1,1,0,,5654.00,1.105000,,,,,
15053,Kepler-1216,1,1,0,,5796.00,0.960000,,,,,
15054,Kepler-1216,1,1,0,,5796.00,0.910000,,0.0440,,,
15055,Kepler-1216,1,1,0,,,,,,,,
15056,Kepler-1216,1,1,0,,6002.00,0.940000,1.040000,,,0.4000,
15057,Kepler-1216,1,1,0,,6063.00,1.012000,1.117000,0.0700,,,
15058,Kepler-1216,1,1,0,,5657.00,1.182000,0.975000,0.1400,,,
15059,Kepler-1216,1,1,0,,5796.00,0.960000,1.060000,,,,
15060,Kepler-1216,1,1,0,,6063.00,1.012000,1.117000,0.0700,,,
15061,Kepler-1216,1,1,0,,5743.00,0.980000,0.990000,0.0300,,4.0700,
15062,Kepler-1217,1,1,0,,5905.00,1.080000,1.060000,0.0700,,3.8000,
15063,Kepler-1217,1,1,0,,5877.00,0.950000,1.060000,,,,
15064,Kepler-1217,1,1,0,,,,,,,,
15065,Kepler-1217,1,1,0,,6151.00,1.038000,,,,,
15066,Kepler-1217,1,1,0,,6156.00,1.050000,1.114000,0.0000,,,
15067,Kepler-1217,1,1,0,,5769.75,1.083195,,,0.06874,,
15068,Kepler-1217,1,1,0,,6111.00,0.970000,1.070000,,,0.3000,
15069,Kepler-1217,1,1,0,,6156.00,1.050000,1.114000,0.0000,,,
15070,Kepler-1217,1,1,0,,5852.00,1.072970,1.060000,,0.08509,,
15071,Kepler-1217,1,1,0,,6156.00,1.050000,1.114000,0.0000,,,
15072,Kepler-1217,1,1,0,,5877.00,0.950000,,,,,
15073,Kepler-1217,1,1,0,,5877.00,0.929000,,0.0050,,,
15074,Kepler-1217,1,1,0,,6156.00,1.050000,1.114000,0.0000,,,
15075,Kepler-1218,1,1,0,,5897.00,1.081000,0.970000,-0.1000,,,
15076,Kepler-1218,1,1,0,,5897.00,1.081000,0.970000,-0.1000,,,
15077,Kepler-1218,1,1,0,,5861.91,1.472490,1.060000,-0.1117,0.36296,,
15078,Kepler-1218,1,1,0,,5897.00,1.081000,0.970000,-0.1000,,,
15079,Kepler-1218,1,1,0,,5832.00,1.413000,,,,,
15080,Kepler-1218,1,1,0,,6036.00,1.210000,,,,,
15081,Kepler-1218,1,1,0,,6282.00,1.220000,1.120000,,,3.1100,
15082,Kepler-1218,1,1,0,,5838.75,1.412824,,,0.32015,,
15083,Kepler-1218,1,1,0,,5986.00,1.100000,1.060000,-0.0200,,3.8000,
15084,Kepler-1218,1,1,0,,6036.00,1.209000,,-0.1110,,,
15085,Kepler-1218,1,1,0,,,,,,,,
15086,Kepler-1218,1,1,0,,5832.00,1.387000,0.980000,-0.0600,,9.3300,
15087,Kepler-1218,1,1,0,,5897.00,1.081000,0.970000,-0.1000,,,
15088,Kepler-1218,1,1,0,,6036.00,1.210000,1.050000,,,,
15089,Kepler-1219,1,1,0,,6003.00,2.672000,1.454000,0.1400,,2.8200,
15090,Kepler-1219,1,1,0,,6053.00,1.188000,0.991000,-0.1800,,,
15091,Kepler-1219,1,1,0,,5944.00,1.940000,1.250000,0.0500,,4.3700,
15092,Kepler-1219,1,1,0,,6052.00,1.210000,1.040000,,,5.9000,
15093,Kepler-1219,1,1,0,,6003.00,2.726000,,,,,
15094,Kepler-1219,1,1,0,,5822.00,2.886000,1.464000,0.0600,,,
15095,Kepler-1219,1,1,0,,,,,,,,
15096,Kepler-1219,1,1,0,,6053.00,1.188000,0.991000,-0.1800,,,
15097,Kepler-1219,1,1,0,,5775.00,1.247000,,-0.1730,,,
15098,Kepler-1219,1,1,0,,5799.61,2.874860,1.040000,0.0264,0.92552,,
15099,Kepler-1219,1,1,0,,6053.00,1.188000,0.991000,-0.1800,,,
15100,Kepler-1219,1,1,0,,5775.00,1.110000,,,,,
15101,Kepler-1219,1,1,0,,5703.30,2.863321,,,0.89294,,
15102,Kepler-1219,1,1,0,,5775.00,1.110000,0.930000,,,,
15103,Kepler-122,1,5,0,,6038.00,1.191000,0.995000,-0.1600,,,
15104,Kepler-122,1,5,0,,,,,,,,
15105,Kepler-122,1,5,0,,6102.00,0.970000,1.070000,,,0.3000,
15106,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15107,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15108,Kepler-122,1,5,0,,5868.00,0.900000,,,,,
15109,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15110,Kepler-122,1,5,0,,6012.00,1.257710,1.110000,,0.26993,,
15111,Kepler-122,1,5,0,,,,,,,,
15112,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15113,Kepler-122,1,5,0,,6076.00,1.150000,1.080000,-0.0600,,3.8900,
15114,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15115,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15116,Kepler-122,1,5,0,,5791.00,1.297657,,,0.23203,,
15117,Kepler-122,1,5,0,,,,,,,,
15118,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15119,Kepler-122,1,5,0,,5917.00,1.239000,0.982000,-0.0800,,7.9400,
15120,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15121,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15122,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15123,Kepler-122,1,5,0,,5917.00,1.269000,,,,,
15124,Kepler-122,1,5,0,,6038.00,1.191000,0.995000,-0.1600,,,
15125,Kepler-122,1,5,0,,6102.00,0.970000,1.070000,,,0.3000,
15126,Kepler-122,1,5,0,,6102.00,0.970000,1.070000,,,0.3000,
15127,Kepler-122,1,5,0,,6050.00,1.216000,,,,,
15128,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15129,Kepler-122,1,5,0,,,,,,,,
15130,Kepler-122,1,5,0,,5868.00,0.900000,,,,,
15131,Kepler-122,1,5,0,,5868.00,0.900000,,,,,
15132,Kepler-122,1,5,0,,6102.00,0.970000,1.070000,,,0.3000,
15133,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15134,Kepler-122,1,5,0,,6102.00,0.970000,1.070000,,,0.3000,
15135,Kepler-122,1,5,0,,6038.00,1.191000,0.995000,-0.1600,,,
15136,Kepler-122,1,5,0,,5868.00,0.900000,0.990000,,,,
15137,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15138,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15139,Kepler-122,1,5,0,,6038.00,1.191000,0.995000,-0.1600,,,
15140,Kepler-122,1,5,0,,5868.00,0.900000,,,,,
15141,Kepler-122,1,5,0,,,,,,,,
15142,Kepler-122,1,5,0,,6038.00,1.191000,0.995000,-0.1600,,,
15143,Kepler-122,1,5,0,,5868.00,0.900000,,,,,
15144,Kepler-122,1,5,0,,,0.949000,1.030000,,,,
15145,Kepler-122,1,5,0,,6103.00,0.949000,1.028000,-0.2000,,,
15146,Kepler-122,1,5,0,,5868.00,0.769000,,-0.2020,,,
15147,Kepler-1220,1,1,0,,,,,,,,
15148,Kepler-1220,1,1,0,,5842.00,0.990000,1.000000,-0.0400,,3.6300,
15149,Kepler-1220,1,1,0,,5811.00,0.990000,0.942000,,,6.6000,
15150,Kepler-1220,1,1,0,,5745.00,0.908000,0.778000,-0.5200,,,
15151,Kepler-1220,1,1,0,,5524.00,0.830000,,,,,
15152,Kepler-1220,1,1,0,,5745.00,0.908000,0.778000,-0.5200,,,
15153,Kepler-1220,1,1,0,,5573.00,0.982000,0.957000,0.1600,,,
15154,Kepler-1220,1,1,0,,5524.00,0.830000,0.780000,,,,
15155,Kepler-1220,1,1,0,,5524.00,1.046000,,-0.5310,,,
15156,Kepler-1220,1,1,0,,5873.00,0.993887,1.060000,,0.02481,,
15157,Kepler-1220,1,1,0,,5575.00,1.051000,,,,,
15158,Kepler-1220,1,1,0,,5342.33,1.031853,,,-0.10715,,
15159,Kepler-1220,1,1,0,,5745.00,0.908000,0.778000,-0.5200,,,
15160,Kepler-1221,1,1,0,,5053.00,0.630000,,,,,
15161,Kepler-1221,1,1,0,,5194.00,0.820000,0.870000,0.0900,,4.5700,
15162,Kepler-1221,1,1,0,,5275.00,0.760000,0.825000,,,3.8000,
15163,Kepler-1221,1,1,0,,5053.00,0.796000,,-0.5660,,,
15164,Kepler-1221,1,1,0,,5053.00,0.630000,0.660000,,,,
15165,Kepler-1221,1,1,0,,5195.00,0.690000,0.688000,-0.5600,,,
15166,Kepler-1221,1,1,0,,5195.00,0.690000,0.688000,-0.5600,,,
15167,Kepler-1221,1,1,0,,4978.00,,,,,,
15168,Kepler-1221,1,1,0,,5195.00,0.690000,0.688000,-0.5600,,,
15169,Kepler-1221,1,1,0,,5195.00,0.690000,0.688000,-0.5600,,,
15170,Kepler-1221,1,1,0,,,,,,,,
15171,Kepler-1222,1,1,0,,5166.00,0.678000,0.752000,-0.4200,,,
15172,Kepler-1222,1,1,0,,5083.00,0.872000,0.815000,0.1800,,,
15173,Kepler-1222,1,1,0,,5011.00,0.577000,,-0.4150,,,
15174,Kepler-1222,1,1,0,,,,,,,,
15175,Kepler-1222,1,1,0,,5011.00,0.620000,0.700000,,,,
15176,Kepler-1222,1,1,0,,5066.00,0.748000,,,,,
15177,Kepler-1222,1,1,0,,5121.00,0.750133,0.862000,,-0.45761,,
15178,Kepler-1222,1,1,0,,5031.75,0.759554,,,-0.47731,,
15179,Kepler-1222,1,1,0,,5066.00,0.742000,0.797000,-0.0600,,3.1600,
15180,Kepler-1222,1,1,0,,5011.00,0.620000,,,,,
15181,Kepler-1222,1,1,0,,5166.00,0.678000,0.752000,-0.4200,,,
15182,Kepler-1222,1,1,0,,5166.00,0.678000,0.752000,-0.4200,,,
15183,Kepler-1222,1,1,0,,5220.00,0.723000,0.824000,,,0.6000,
15184,Kepler-1222,1,1,0,,5239.00,0.800000,0.840000,-0.0400,,4.3700,
15185,Kepler-1223,1,1,0,,4708.00,0.760000,,,,,
15186,Kepler-1223,1,1,0,,4656.00,0.823977,0.740000,,-0.54142,,
15187,Kepler-1223,1,1,0,,4761.00,0.660000,0.682000,,,13.6000,
15188,Kepler-1223,1,1,0,,4870.00,0.750000,0.800000,0.0400,,3.6300,
15189,Kepler-1223,1,1,0,,4875.00,0.795000,0.838000,0.3200,,,
15190,Kepler-1223,1,1,0,,4708.00,0.786000,,0.3230,,,
15191,Kepler-1223,1,1,0,,4872.00,0.755000,,,,,
15192,Kepler-1223,1,1,0,,,,,,,,
15193,Kepler-1223,1,1,0,,4931.62,0.697613,,,-0.58612,,
15194,Kepler-1223,1,1,0,,4875.00,0.795000,0.838000,0.3200,,,
15195,Kepler-1223,1,1,0,,4873.00,0.796000,0.836000,0.3200,,,
15196,Kepler-1223,1,1,0,,4708.00,0.760000,0.770000,,,,
15197,Kepler-1223,1,1,0,,4875.00,0.795000,0.838000,0.3200,,,
15198,Kepler-1224,1,1,0,,6155.00,1.220000,1.180000,0.1400,,2.3400,
15199,Kepler-1224,1,1,0,,6254.00,1.193300,1.210000,,0.29282,,
15200,Kepler-1224,1,1,0,,5989.00,1.234376,,,0.24701,,
15201,Kepler-1224,1,1,0,,6046.00,1.089000,,-0.2800,,,
15202,Kepler-1224,1,1,0,,6046.00,1.040000,0.990000,,,,
15203,Kepler-1224,1,1,0,,6282.00,1.048000,1.015000,-0.2800,,,
15204,Kepler-1224,1,1,0,,6046.00,1.040000,,,,,
15205,Kepler-1224,1,1,0,,,,,,,,
15206,Kepler-1224,1,1,0,,6282.00,1.048000,1.015000,-0.2800,,,
15207,Kepler-1224,1,1,0,,6113.00,1.218000,1.194000,0.2200,,,
15208,Kepler-1224,1,1,0,,6282.00,1.048000,1.015000,-0.2800,,,
15209,Kepler-1224,1,1,0,,6125.00,1.181000,1.179000,0.1400,,1.4500,
15210,Kepler-1224,1,1,0,,6125.00,1.194000,,,,,
15211,Kepler-1224,1,1,0,,6292.00,1.080000,1.130000,,,1.1100,
15212,Kepler-1225,1,1,0,,6341.00,1.033000,1.083000,-0.2400,,,
15213,Kepler-1225,1,1,0,,6369.00,1.090000,1.160000,,,0.2000,
15214,Kepler-1225,1,1,0,,5814.00,2.476000,1.243000,-0.2600,,,
15215,Kepler-1225,1,1,0,,,,,,,,
15216,Kepler-1225,1,1,0,,6146.00,0.860000,,-0.1900,,,
15217,Kepler-1225,1,1,0,,6164.96,1.286000,1.170000,-0.0920,0.33289,,
15218,Kepler-1225,1,1,0,,5876.75,1.378021,,,0.30976,,
15219,Kepler-1225,1,1,0,,6146.00,0.990000,1.080000,,,,
15220,Kepler-1225,1,1,0,,6140.00,1.190000,1.130000,0.0100,,3.0200,
15221,Kepler-1225,1,1,0,,6341.00,1.033000,1.083000,-0.2400,,,
15222,Kepler-1225,1,1,0,,6341.00,1.033000,1.083000,-0.2400,,,
15223,Kepler-1225,1,1,0,,6146.00,0.990000,,,,,
15224,Kepler-1225,1,1,0,,5822.00,1.367000,,,,,
15225,Kepler-1226,1,1,0,,6000.00,1.495000,,,,,
15226,Kepler-1226,1,1,0,,5985.99,1.406430,1.100000,0.1710,0.35947,,
15227,Kepler-1226,1,1,0,,5923.00,1.020000,1.020000,-0.0800,,3.7200,
15228,Kepler-1226,1,1,0,,6184.00,0.959000,1.031000,-0.2600,,,
15229,Kepler-1226,1,1,0,,6184.00,0.959000,1.031000,-0.2600,,,
15230,Kepler-1226,1,1,0,,5936.00,1.299000,1.122000,0.1400,,,
15231,Kepler-1226,1,1,0,,6184.00,0.959000,1.031000,-0.2600,,,
15232,Kepler-1226,1,1,0,,6000.00,1.460000,1.208000,0.2000,,4.0700,
15233,Kepler-1226,1,1,0,,5781.00,1.478911,,,0.34259,,
15234,Kepler-1226,1,1,0,,,,,,,,
15235,Kepler-1226,1,1,0,,6197.00,1.010000,1.100000,,,0.3000,
15236,Kepler-1226,1,1,0,,5953.00,0.923000,,-0.2580,,,
15237,Kepler-1226,1,1,0,,5953.00,0.920000,,,,,
15238,Kepler-1226,1,1,0,,5953.00,0.920000,1.020000,,,,
15239,Kepler-1227,1,1,0,,5485.00,0.928000,,,,,
15240,Kepler-1227,1,1,0,,5840.00,0.970000,0.957000,,,5.2000,
15241,Kepler-1227,1,1,0,,,,,,,,
15242,Kepler-1227,1,1,0,,5578.00,0.880000,,,,,
15243,Kepler-1227,1,1,0,,5632.00,0.904000,1.026000,0.2100,,,
15244,Kepler-1227,1,1,0,,5799.00,0.901000,0.833000,-0.4200,,,
15245,Kepler-1227,1,1,0,,5604.00,0.884071,0.990000,,-0.15834,,
15246,Kepler-1227,1,1,0,,5799.00,0.901000,0.833000,-0.4200,,,
15247,Kepler-1227,1,1,0,,5361.75,0.946090,,,-0.17621,,
15248,Kepler-1227,1,1,0,,5578.00,1.008000,,-0.4200,,,
15249,Kepler-1227,1,1,0,,5747.00,0.950000,0.970000,-0.0400,,4.1700,
15250,Kepler-1227,1,1,0,,5799.00,0.901000,0.833000,-0.4200,,,
15251,Kepler-1227,1,1,0,,5485.00,0.915000,0.858000,-0.0700,,9.5500,
15252,Kepler-1227,1,1,0,,5578.00,0.880000,0.810000,,,,
15253,Kepler-1228,1,1,0,,5256.00,0.721000,0.769000,-0.3400,,,
15254,Kepler-1228,1,1,0,,5062.00,0.700000,,,,,
15255,Kepler-1228,1,1,0,,5255.00,0.716000,0.776000,-0.3400,,,
15256,Kepler-1228,1,1,0,,5285.00,0.740000,0.839000,,,1.3000,
15257,Kepler-1228,1,1,0,,4767.00,0.727000,0.666000,-0.6100,,12.3000,
15258,Kepler-1228,1,1,0,,5063.00,0.740000,0.780000,-0.1800,,5.1300,
15259,Kepler-1228,1,1,0,,4767.00,0.734000,,,,,
15260,Kepler-1228,1,1,0,,,,,,,,
15261,Kepler-1228,1,1,0,,5062.00,0.779000,,-0.3330,,,
15262,Kepler-1228,1,1,0,,4937.67,0.695859,,,-0.58618,,
15263,Kepler-1228,1,1,0,,5256.00,0.721000,0.769000,-0.3400,,,
15264,Kepler-1228,1,1,0,,5256.00,0.721000,0.769000,-0.3400,,,
15265,Kepler-1228,1,1,0,,5062.00,0.700000,0.720000,,,,
15266,Kepler-1228,1,1,0,,4914.65,0.728395,0.806000,-0.6520,-0.55460,,
15267,Kepler-1229,1,1,0,,3731.00,0.617493,,,-1.17674,,
15268,Kepler-1229,1,1,0,,3724.00,0.414000,0.431000,-0.4000,,,
15269,Kepler-1229,1,1,0,,3576.00,0.463000,0.482000,0.1600,,,
15270,Kepler-1229,1,1,0,,3724.00,0.414000,0.431000,-0.4000,,,
15271,Kepler-1229,1,1,0,,3863.00,0.997000,,0.0540,,,
15272,Kepler-1229,1,1,0,,3863.00,0.520000,0.550000,,,,
15273,Kepler-1229,1,1,0,,,,,,,,
15274,Kepler-1229,1,1,0,,3863.00,0.520000,,,,,
15275,Kepler-1229,1,1,0,,3724.00,0.414000,0.431000,-0.4000,,,
15276,Kepler-1229,1,1,0,,3577.00,0.569000,,,,,
15277,Kepler-1229,1,1,0,,3577.00,0.450000,0.480000,0.1600,-1.53300,1.5000,17.63000
15278,Kepler-1229,1,1,0,,3784.00,0.510000,0.540000,-0.0600,,3.7200,
15279,Kepler-1229,1,1,0,,3774.00,0.565878,0.559315,,-1.23265,,
15280,Kepler-1229,1,1,0,,4013.00,0.520000,0.543000,,,14.0000,
15281,Kepler-123,1,2,0,,6147.00,1.210000,1.120000,-0.0300,,3.5500,
15282,Kepler-123,1,2,0,,6154.00,1.362000,,,,,
15283,Kepler-123,1,2,0,,6274.00,1.050000,1.130000,,,0.4800,
15284,Kepler-123,1,2,0,,6086.00,1.092000,1.012000,-0.1400,,,
15285,Kepler-123,1,2,0,,6086.00,1.092000,1.012000,-0.1400,,,
15286,Kepler-123,1,2,0,,6032.00,1.010000,,,,,
15287,Kepler-123,1,2,0,,6154.00,1.318000,1.079000,-0.0800,,5.0100,
15288,Kepler-123,1,2,0,,6086.00,1.216000,1.013000,-0.1600,,,
15289,Kepler-123,1,2,0,,6032.00,1.010000,,,,,
15290,Kepler-123,1,2,0,,6086.00,1.092000,1.012000,-0.1400,,,
15291,Kepler-123,1,2,0,,,,,,,,
15292,Kepler-123,1,2,0,,6274.00,1.050000,1.130000,,,0.4800,
15293,Kepler-123,1,2,0,,6089.00,1.264000,,,,,
15294,Kepler-123,1,2,0,,,1.092000,1.010000,,,,
15295,Kepler-123,1,2,0,,6086.00,1.092000,1.012000,-0.1400,,,
15296,Kepler-123,1,2,0,,6086.00,1.092000,1.012000,-0.1400,,,
15297,Kepler-123,1,2,0,,6032.00,1.050000,,-0.1990,,,
15298,Kepler-123,1,2,0,,,,,,,,
15299,Kepler-123,1,2,0,,5936.00,1.341594,,,0.30391,,
15300,Kepler-123,1,2,0,,6086.00,1.092000,1.012000,-0.1400,,,
15301,Kepler-123,1,2,0,,6032.00,1.010000,1.030000,,,,
15302,Kepler-123,1,2,0,,6086.00,1.092000,1.012000,-0.1400,,,
15303,Kepler-123,1,2,0,,6086.00,1.216000,1.013000,-0.1600,,,
15304,Kepler-123,1,2,0,,,,,,,,
15305,Kepler-123,1,2,0,,6338.00,1.328950,1.250000,,0.40952,,
15306,Kepler-123,1,2,0,,6086.00,1.216000,1.013000,-0.1600,,,
15307,Kepler-1230,1,1,0,,6165.00,1.115000,1.048000,-0.0800,,,
15308,Kepler-1230,1,1,0,,5961.00,1.080000,1.060000,0.0100,,3.4700,
15309,Kepler-1230,1,1,0,,6144.00,1.100000,1.060000,,,3.3000,
15310,Kepler-1230,1,1,0,,5917.00,1.080000,1.040000,,,,
15311,Kepler-1230,1,1,0,,6165.00,1.115000,1.048000,-0.0800,,,
15312,Kepler-1230,1,1,0,,5660.31,1.126661,,,0.06964,,
15313,Kepler-1230,1,1,0,,6165.00,1.115000,1.048000,-0.0800,,,
15314,Kepler-1230,1,1,0,,5917.00,1.080000,,,,,
15315,Kepler-1230,1,1,0,,6165.00,1.115000,1.048000,-0.0800,,,
15316,Kepler-1230,1,1,0,,6167.00,1.003000,,,,,
15317,Kepler-1230,1,1,0,,5845.00,1.089460,1.050000,,0.09626,,
15318,Kepler-1230,1,1,0,,5917.00,1.134000,,-0.0700,,,
15319,Kepler-1230,1,1,0,,,,,,,,
15320,Kepler-1231,1,1,0,,5557.00,1.151000,0.936000,0.1400,,,
15321,Kepler-1231,1,1,0,,5557.00,1.151000,0.936000,0.1400,,,
15322,Kepler-1231,1,1,0,,5851.00,0.918000,1.007000,-0.0400,,,
15323,Kepler-1231,1,1,0,,5615.00,0.870000,,,,,
15324,Kepler-1231,1,1,0,,5851.00,0.918000,1.007000,-0.0400,,,
15325,Kepler-1231,1,1,0,,5851.00,0.918000,1.007000,-0.0400,,,
15326,Kepler-1231,1,1,0,,5817.00,0.880000,0.980000,,,0.5000,
15327,Kepler-1231,1,1,0,,5778.00,1.000000,1.010000,0.0600,,4.1700,
15328,Kepler-1231,1,1,0,,5851.00,0.918000,1.007000,-0.0400,,,
15329,Kepler-1231,1,1,0,,5559.00,1.070000,,,,,
15330,Kepler-1231,1,1,0,,5615.00,0.870000,0.980000,,,,
15331,Kepler-1231,1,1,0,,5851.00,0.918000,1.007000,-0.0400,,,
15332,Kepler-1231,1,1,0,,5701.31,1.027522,,,0.00217,,
15333,Kepler-1231,1,1,0,,5851.00,0.918000,1.007000,-0.0400,,,
15334,Kepler-1231,1,1,0,,5572.00,1.101890,0.980000,,0.02302,,
15335,Kepler-1231,1,1,0,,5615.00,0.847000,,-0.0480,,,
15336,Kepler-1231,1,1,0,,,,,,,,
15337,Kepler-1231,1,1,0,,,,,,,,
15338,Kepler-1232,1,1,0,,5241.00,0.801993,0.900000,,-0.35931,,
15339,Kepler-1232,1,1,0,,5495.00,0.985000,0.912000,0.1200,,,
15340,Kepler-1232,1,1,0,,5242.00,0.856000,0.869000,0.1400,,,
15341,Kepler-1232,1,1,0,,,,,,,,
15342,Kepler-1232,1,1,0,,5174.14,0.798124,,,-0.38581,,
15343,Kepler-1232,1,1,0,,5495.00,0.985000,0.912000,0.1200,,,
15344,Kepler-1232,1,1,0,,5471.00,0.890000,0.920000,0.0600,,4.7900,
15345,Kepler-1232,1,1,0,,5413.00,0.910000,0.816000,,,13.9000,
15346,Kepler-1232,1,1,0,,5295.00,1.031000,,0.1270,,,
15347,Kepler-1232,1,1,0,,5495.00,0.985000,0.912000,0.1200,,,
15348,Kepler-1232,1,1,0,,5295.00,0.950000,0.880000,,,,
15349,Kepler-1232,1,1,0,,5495.00,0.985000,0.912000,0.1200,,,
15350,Kepler-1232,1,1,0,,5214.00,0.773000,0.841000,-0.0200,,2.6300,
15351,Kepler-1232,1,1,0,,5214.00,0.785000,,,,,
15352,Kepler-1232,1,1,0,,5295.00,0.950000,,,,,
15353,Kepler-1232,1,1,0,,,,,,,,
15354,Kepler-1232,1,1,0,,5495.00,0.985000,0.912000,0.1200,,,
15355,Kepler-1232,1,1,0,,5495.00,0.985000,0.912000,0.1200,,,
15356,Kepler-1232,1,1,0,,5242.00,0.856000,0.869000,0.1400,,,
15357,Kepler-1233,1,1,0,,6198.00,1.250000,1.160000,0.0200,,2.8800,
15358,Kepler-1233,1,1,0,,6236.00,1.024000,,-0.1080,,,
15359,Kepler-1233,1,1,0,,,,,,,,
15360,Kepler-1233,1,1,0,,5868.50,1.187148,,,0.17781,,
15361,Kepler-1233,1,1,0,,6236.00,1.090000,,,,,
15362,Kepler-1233,1,1,0,,6505.00,1.163000,1.185000,-0.1200,,,
15363,Kepler-1233,1,1,0,,6505.00,1.163000,1.185000,-0.1200,,,
15364,Kepler-1233,1,1,0,,6236.00,1.090000,1.150000,,,,
15365,Kepler-1233,1,1,0,,6505.00,1.163000,1.185000,-0.1200,,,
15366,Kepler-1233,1,1,0,,6495.00,1.150000,1.210000,,,0.3400,
15367,Kepler-1233,1,1,0,,6118.89,1.147530,1.150000,-0.3020,0.22091,,
15368,Kepler-1233,1,1,0,,6507.00,1.137000,,,,,
15369,Kepler-1233,1,1,0,,6499.00,1.169000,1.191000,-0.1000,,,
15370,Kepler-1234,1,1,0,,,,,,,,
15371,Kepler-1234,1,1,0,,5010.00,0.690000,0.763000,,,4.2000,
15372,Kepler-1234,1,1,0,,4805.00,0.855722,0.780000,,-0.45387,,
15373,Kepler-1234,1,1,0,,5072.00,0.774000,0.835000,0.0700,,,
15374,Kepler-1234,1,1,0,,4899.00,0.730000,,0.0730,,,
15375,Kepler-1234,1,1,0,,5062.13,0.735491,,,-0.49482,,
15376,Kepler-1234,1,1,0,,4967.00,0.760000,0.800000,0.0100,,4.3700,
15377,Kepler-1234,1,1,0,,4899.00,0.710000,,,,,
